Title,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp_details,equipment_details,equipment,muscle_group
Dumbbell seated box jump,https://www.bodybuilding.com/exercises/dumbbell-seated-box-jump,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Quadriceps
Dumbbell side bend,https://www.bodybuilding.com/exercises/dumbbell-side-bend,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-102d-dumbbell-side-bend-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-102d-dumbbell-side-bend-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Abdominals
Dumbbell skullcrusher,https://www.bodybuilding.com/exercises/lying-dumbbell-tricep-extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Triceps
Dumbbell spell caster,https://www.bodybuilding.com/exercises/spell-caster,,,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Abdominals
Dumbbell squat,https://www.bodybuilding.com/exercises/dumbbell-squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Quadriceps
Dumbbell step-up,,,,,,,Quadriceps
Dumbbell suitcase carry,,,,,,,Forearms
Dumbbell suitcase crunch,https://www.bodybuilding.com/exercises/weighted-suitcase-crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50d-dumbbell-suitcase-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50d-dumbbell-suitcase-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/medicine-ball,Medicine Ball,Abdominals
Dumbbell sumo squat,https://www.bodybuilding.com/exercises/plie-dumbbell-squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Quadriceps
Dumbbell thruster,,,,,,,Quadriceps
Dumbbell walking lunge-,,,,,,,Quadriceps
Dumbbells on Scott Machine,,,,,,,Null
Dynamic Back Stretch,,,,,,,Lats
Dynamic chest stretch,,,,,,,Chest
EZ-Bar Curl,https://www.bodybuilding.com/exercises/ez-bar-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-46s-standing-ez-bar-curl-m1-crop-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar,Biceps
EZ-Bar Skullcrusher,https://www.bodybuilding.com/exercises/ez-bar-skullcrusher,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-94s-ez-bar-skullcrusher-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-94s-ez-bar-skullcrusher-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar,Triceps
EZ-bar skullcrusher-,,,,,,,Triceps
EZ-bar spider curl,https://www.bodybuilding.com/exercises/spider-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18n-barbell-spider-curl-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Biceps
Elbow Circles,,,,,,,Shoulders
Elbow plank,https://www.bodybuilding.com/exercises/plank,,,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Abdominals
Elbow-to-knee crunch,https://www.bodybuilding.com/exercises/elbow-to-knee,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-176a-elbow-to-knee-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-176a-elbow-to-knee-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Abdominals
Elbows Back,,,,,,,Chest
Elevated Cable Rows,,,,,,,Lats
Elliptical trainer,https://www.bodybuilding.com/exercises/elliptical-trainer,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-22m-elliptical-trainer-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-22m-elliptical-trainer-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Quadriceps
Exercise Ball Pull-In,https://www.bodybuilding.com/exercises/exercise-ball-pull-in,,,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/exercise-ball,Exercise Ball,Abdominals
Exercise ball chest stretch,,,,,,,Chest
Exercise ball crunch,https://www.bodybuilding.com/exercises/exercise-ball-crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23s-exercise-ball-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23s-exercise-ball-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/exercise-ball,Exercise Ball,Abdominals
Exercise ball hip thrust,,,,,,,Glutes
Exercise ball leg curl,https://www.bodybuilding.com/exercises/ball-leg-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-21s-exercise-ball-leg-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-21s-exercise-ball-leg-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/exercise-ball,Exercise Ball,Hamstrings
Exercise ball torso rotation,,,,,,,Abdominals
Exercise ball weighted hyperextension,,,,,,,Lower Back
Extended Range One-Arm Kettlebell Floor Press,,,,,,,Chest
Extenseurs - Face,,,,,,,Null
External Rotation with Cable,https://www.bodybuilding.com/exercises/external-rotation-with-cable,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/finder,Cables,Shoulders
Face-down incline dumbbell biceps curl,,,,,,,Biceps
Facepull,,,,,,,Null
Feet Jack,,,,,,,Quadriceps
Feet-elevated bench dip,https://www.bodybuilding.com/exercises/bench-dips,,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Triceps
Feet-elevated crunch,,,,,,,Abdominals
Feet-elevated oblique crunch,,,,,,,Abdominals
Feet-elevated push-up,https://www.bodybuilding.com/exercises/push-ups-with-feet-elevated,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20e-feet-elevated-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20e-feet-elevated-push-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Chest
Fire Hydrant,,,,,,,Abductors
Flat Bench Lying Leg Raise,https://www.bodybuilding.com/exercises/flat-bench-lying-leg-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-63a-lying-leg-lift-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-63a-lying-leg-lift-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Abdominals
Flexor Incline Dumbbell Curls,https://www.bodybuilding.com/exercises/flexor-incline-dumbbell-curls,https://www.bodybuilding.com/exercises/exerciseImages/sequences/285/Male/m/285_1.jpg,,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Biceps
Flexor Incline Dumbbell Curls,https://www.bodybuilding.com/exercises/flexor-incline-dumbbell-curls,,,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Biceps
Floor Press,,,,,,,Triceps
Floor rope climb,,,,,,,Lats
Flutter Kicks,https://www.bodybuilding.com/exercises/flutter-kicks,,,https://www.bodybuilding.com/exercises/muscle/glutes,https://www.bodybuilding.com/exercises/finder,Weight Bench,Glutes
Fly With Cable,,,,,,,Null
Fly With Dumbbells,,,,,,,Null
"Fly With Dumbbells, Decline Bench",,,,,,,Null
Foot-SMR,,,,,,,Calves
Forward Drag with Press,,,,,,,Chest
Forward lunge,https://www.bodybuilding.com/exercises/bodyweight-lunge,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Quadriceps
Frankenstein Squat,,,,,,,Quadriceps
French Press (skullcrusher) Dumbbells,,,,,,,Null
French Press (skullcrusher) SZ-bar,,,,,,,Null
Frog Hops,,,,,,,Quadriceps
Frog Sit-Ups,,,,,,,Abdominals
Front Barbell Squat To A Bench,,,,,,,Quadriceps
Front Cone Hops (or hurdle hops),,,,,,,Quadriceps
Front Plate Raise,https://www.bodybuilding.com/exercises/front-plate-raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/other,Other,Shoulders
Front Raise And Pullover,https://www.bodybuilding.com/exercises/front-raise-and-pullover,,,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Chest
Front Raises,,,,,,,Null
Front Squat (Clean Grip),,,,,,,Quadriceps
Front Squat Push Press,,,,,,,Quadriceps
Front Squats,,,,,,,Null
Front Squats With Two Kettlebells,https://www.bodybuilding.com/exercises/front-squats-with-two-kettlebells,https://www.bodybuilding.com/exercises/exerciseImages/sequences/511/Male/m/511_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/511/Male/m/511_2.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,Quadriceps
Full Moon,,,,,,,Abdominals
Full Range-Of-Motion Lat Pulldown,,,,,,,Lats
Full Sit Outs,,,,,,,Null
Gironda Sternum Chins,https://www.bodybuilding.com/exercises/gironda-sternum-chins,https://www.bodybuilding.com/exercises/exerciseImages/sequences/292/Male/m/292_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/292/Male/m/292_2.jpg,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/other,Other,Lats
Glute Bridge,,,,,,,Null
Glute Ham Raise,https://www.bodybuilding.com/exercises/glute-ham-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25m-glute-ham-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25m-glute-ham-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Hamstrings
Glute Kickback,https://www.bodybuilding.com/exercises/glute-kickback,,,https://www.bodybuilding.com/exercises/muscle/glutes,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Glutes
Glute bridge,https://www.bodybuilding.com/exercises/butt-lift-bridge,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-59a-glute-bridge-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-59a-glute-bridge-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Glutes
Glute ham raise-,https://www.bodybuilding.com/exercises/floor-glute-ham-raise,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/none,,Hamstrings
Goblet Squat,https://www.bodybuilding.com/exercises/goblet-squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,Quadriceps
Good Morning,https://www.bodybuilding.com/exercises/good-morning,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-09b-barbell-good-morning-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-09b-barbell-good-morning-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Hamstrings
Good Morning off Pins,,,,,,,Hamstrings
Good Mornings,,,,,,,Null
Gorilla Chin/Crunch,https://www.bodybuilding.com/exercises/gorilla-chincrunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Abdominals
Groin and Back Stretch,,,,,,,Adductors
Groiners,https://www.bodybuilding.com/exercises/groiners-,,,https://www.bodybuilding.com/exercises/muscle/adductors,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Adductors
Hack Squat,https://www.bodybuilding.com/exercises/hack-squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Quadriceps
Hammer Curls,https://www.bodybuilding.com/exercises/hammer-curls,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-7d-hammer-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-7d-hammer-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Biceps
Hammer Curls,https://www.bodybuilding.com/exercises/hammer-curls,,,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Biceps
Hammer Grip Incline DB Bench Press,https://www.bodybuilding.com/exercises/hammer-grip-incline-db-bench-press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/60/Male/m/60_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/60/Male/m/60_2.jpg,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Chest
Hammercurls,,,,,,,Null
Hammercurls on Cable,,,,,,,Null
Hamstring-SMR,,,,,,,Hamstrings
Hand Grip,,,,,,,Null
Hand Stand Push-Up,,,,,,,Shoulders
Hands-elevated push-up,https://www.bodybuilding.com/exercises/incline-push-up-medium,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18e-hands-elevated-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18e-hands-elevated-push-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Chest
Handstand Pushup,,,,,,,Null
Handstand push-up,https://www.bodybuilding.com/exercises/handstand-push-ups,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Shoulders
Hang Clean,https://www.bodybuilding.com/exercises/hang-clean,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Quadriceps
Hang Clean - Below the Knees,https://www.bodybuilding.com/exercises/hang-clean-below-the-knees,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Quadriceps
Hang Snatch,https://www.bodybuilding.com/exercises/hang-snatch,https://www.bodybuilding.com/exercises/exerciseImages/sequences/690/Male/m/690_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/690/Male/m/690_2.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Hamstrings
Hanging Leg Raises,,,,,,,Null
Hanging Oblique Knee Raise,https://www.bodybuilding.com/exercises/hanging-oblique-knee-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-120c-hanging-oblique-crunch-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-120c-hanging-oblique-crunch-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Abdominals
Hanging leg raise,https://www.bodybuilding.com/exercises/hanging-leg-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-9m-hanging-leg-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-9m-hanging-leg-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Abdominals
Hanging toes-to-bar,https://www.bodybuilding.com/exercises/hanging-pike,,,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Abdominals
Hanging toes-to-bar,https://www.bodybuilding.com/exercises/hanging-pike,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-128c-hanging-toes-to-bar-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-128c-hanging-toes-to-bar-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Abdominals
Hanging wind sprint,,,,,,,Abdominals
Head-on-bench dumbbell rear delt raise,,,,,,,Shoulders
Heavy Bag Thrust,,,,,,,Chest
Hercules Pillars,,,,,,,Null
Hex-bar deadlift,https://www.bodybuilding.com/exercises/trap-bar-deadlift,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-123s-hex-bar-deadlift-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-123s-hex-bar-deadlift-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/other,Other,Quadriceps
High Knee Jumps,,,,,,,Null
High Knees,,,,,,,Null
High Pull,,,,,,,Null
Hindu Squats,,,,,,,Null
Hip Circles (Prone),https://www.bodybuilding.com/exercises/hip-circles-prone,,,https://www.bodybuilding.com/exercises/muscle/abductors,https://www.bodybuilding.com/exercises/finder,,Abductors
Hip Circles (Prone),https://www.bodybuilding.com/exercises/hip-circles-prone,https://www.bodybuilding.com/images/2020/may/874_1.jpg,https://www.bodybuilding.com/images/2020/may/874_2.jpg,https://www.bodybuilding.com/exercises/muscle/abductors,https://www.bodybuilding.com/exercises/finder,,Abductors
Hip Extension with Bands,,,,,,,Glutes
Hip Flexion with Band,,,,,,,Quadriceps
Hip Lift with Band,,,,,,,Glutes
"Hip Raise, Lying",,,,,,,Null
Hollow Hold,,,,,,,Null
Hollow-hold ball toss,,,,,,,Abdominals
Hug A Ball,,,,,,,Lower Back
Hug Knees To Chest,,,,,,,Lower Back
Hyperextensions,,,,,,,Null
Hyperextensions With No Hyperextension Bench,https://www.bodybuilding.com/exercises/hyperextensions-with-no-hyperextension-bench,,,https://www.bodybuilding.com/exercises/muscle/lower-back,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Lower Back
IT Band and Glute Stretch,,,,,,,Abductors
Iliotibial band SMR,,,,,,,Abductors
Inchworm-,,,,,,,Hamstrings
Incline Bench Press,,,,,,,Null
Incline Bench Pull,,,,,,,Middle Back
Incline Dumbbell Bench With Palms Facing In,https://www.bodybuilding.com/exercises/incline-dumbbell-bench-with-palms-facing-in,,,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Chest
Incline Dumbbell Flye,,,,,,,Null
Incline Dumbbell Flyes,https://www.bodybuilding.com/exercises/incline-dumbbell-flyes,,,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Chest
Incline Dumbbell Flyes - With A Twist,,,,,,,Chest
Incline Dumbbell Press,,,,,,,Null
Incline Dumbbell Row,,,,,,,Null
Incline EZ-bar skullcrusher,https://www.bodybuilding.com/exercises/incline-barbell-triceps-extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Triceps
Incline Hammer Curls,https://www.bodybuilding.com/exercises/incline-hammer-curls,https://www.bodybuilding.com/exercises/exerciseImages/sequences/882/Male/m/882_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/882/Male/m/882_2.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Biceps
Incline Plank With Alternate Floor Touch,,,,,,,Null
Incline Push-Up,https://www.bodybuilding.com/exercises/incline-push-up,,,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Chest
Incline Push-Up Depth Jump,,,,,,,Chest
Incline Pushups,,,,,,,Null
Incline anti-gravity shoulder press,,,,,,,Shoulders
Incline barbell shoulder protraction,,,,,,,Shoulders
Incline cable chest fly,https://www.bodybuilding.com/exercises/incline-cable-flye,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-10c-incline-cable-chest-fly-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-10c-incline-cable-chest-fly-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Chest
Incline cable chest press,https://www.bodybuilding.com/exercises/incline-cable-chest-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11c-incline-cable-chest-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11c-incline-cable-chest-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Chest
Incline cable straight-bar triceps extension,,,,,,,Triceps
Incline dumbbell bench press,https://www.bodybuilding.com/exercises/incline-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3n-incline-dumbbell-bench-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3n-incline-dumbbell-bench-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Chest
Incline dumbbell bench press,https://www.bodybuilding.com/exercises/incline-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3n-incline-dumbbell-bench-press-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Chest
Incline dumbbell front raise,https://www.bodybuilding.com/exercises/front-incline-dumbbell-raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Incline dumbbell front raise,https://www.bodybuilding.com/exercises/front-incline-dumbbell-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11n-incline-dumbbell-front-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11n-incline-dumbbell-front-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Incline dumbbell reverse fly,https://www.bodybuilding.com/exercises/reverse-flyes,https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-13n-incline-dumbbell-reverse-fly-m1-crop-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Incline dumbbell row,https://www.bodybuilding.com/exercises/dumbbell-incline-row,,,https://www.bodybuilding.com/exercises/muscle/middle-back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Middle Back
Incline face-down bar front raise,https://www.bodybuilding.com/exercises/straight-raises-on-incline-bench,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar,Shoulders
Intermediate Hip Flexor and Quad Stretch,,,,,,,Quadriceps
Internal Rotation with Band,,,,,,,Shoulders
Inverted Row with Straps,,,,,,,Middle Back
Iron Crosses (stretch),,,,,,,Quadriceps
Isometric Chest Squeezes,,,,,,,Chest
Isometric Neck Exercise - Front And Back,,,,,,,Neck
Isometric Neck Exercise - Sides,,,,,,,Neck
Isometric Wipers,https://www.bodybuilding.com/exercises/isometric-wipers,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-122a-typewriter-push-up-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Chest
JM Press With Bands,,,,,,,Triceps
Janda Sit-Up,,,,,,,Abdominals
Jefferson Squats,,,,,,,Quadriceps
Jerk Dip Squat,,,,,,,Quadriceps
Jog In Place,https://www.bodybuilding.com/exercises/jog-in-place,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/finder,,Quadriceps
Jog In Place,https://www.bodybuilding.com/exercises/jog-in-place,https://www.bodybuilding.com/images/2020/xdb/2963_1.jpg,https://www.bodybuilding.com/images/2020/xdb/2963_2.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/finder,,Quadriceps
Jogging,,,,,,,Null
Jump Squat,,,,,,,Quadriceps
Jumping jack-,https://www.bodybuilding.com/exercises/jumping-jacks,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Quadriceps
Jumping rope,https://www.bodybuilding.com/exercises/rope-jumping,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Quadriceps
Kettlebell Arnold Press,,,,,,,Shoulders
Kettlebell Curtsy Lunge,,,,,,,Quadriceps
Kettlebell Dead Clean,,,,,,,Hamstrings
Kettlebell Figure 8,,,,,,,Abdominals
Kettlebell One-Legged Deadlift,https://www.bodybuilding.com/exercises/kettlebell-one-legged-deadlift,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-4k-single-leg-kettlebell-deadlift-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,Hamstrings
Kettlebell Pass Between The Legs,,,,,,,Abdominals
Kettlebell Pistol Squat,https://www.bodybuilding.com/exercises/kettlebell-pistol-squat,https://www.bodybuilding.com/exercises/exerciseImages/sequences/521/Male/m/521_2.jpg,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,Quadriceps
Kettlebell Seated Press,,,,,,,Shoulders
Kettlebell Swings,,,,,,,Null
Kettlebell Turkish Get-Up (Lunge style),,,,,,,Shoulders
Kettlebell Turkish Get-Up (Squat style),https://www.bodybuilding.com/exercises/kettlebell-turkish-get-up-squat-style,https://www.bodybuilding.com/exercises/exerciseImages/sequences/527/Male/m/527_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/527/Male/m/527_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/finder,,Shoulders
Kettlebell Windmill,,,,,,,Abdominals
Kettlebell alternating floor press,,,,,,,Chest
